name,337-10_f,337-11_f,337-12_f,337-13_f,337-14_f,337-15_f,337-16_f,337-17_f,337-18_f,337-19_f,337-1_f,337-20_f,337-21_f,337-22_f,337-23_f,337-24_f,337-2_f,337-3_f,337-4_f,337-5_f,337-6_f,337-7_f,337-8_f,337-9_f
ENSMUSE00000677631,5,0,15,1,7,1,2,6,7,0,8,3,1,0,2,3,18,2,9,12,15,4,7,2
ENSMUSE00000111253,2,0,0,1,6,0,0,0,0,0,2,0,1,0,0,0,17,0,2,8,12,3,2,0
ENSMUSE00000804155,3,0,1,3,6,0,1,4,1,0,1,0,1,0,1,0,15,0,1,3,19,2,2,0
ENSMUSE00000652182,3,0,1,3,6,0,1,4,1,0,1,0,1,0,1,0,15,0,1,3,19,2,2,0
ENSMUSE00000652181,3,0,1,3,6,0,1,4,1,0,1,0,1,0,1,0,15,0,1,3,19,2,2,0
ENSMUSE00000589011,5,0,0,0,8,0,0,1,2,1,3,0,0,0,0,0,20,1,2,10,14,1,2,0
ENSMUSE00001078999,4,0,0,0,8,0,0,1,2,1,3,0,0,0,0,0,14,1,2,10,14,1,2,0
ENSMUSE00000588990,4,0,1,3,3,2,0,6,1,0,12,0,2,0,0,0,29,2,2,13,7,3,8,2
ENSMUSE00000425146,1,0,0,2,1,2,0,4,1,0,8,0,2,0,0,0,14,0,0,9,2,2,3,0
ENSMUSE00001264650,1,0,0,1,1,2,0,4,0,0,7,0,1,0,0,0,5,0,0,7,1,1,3,0
ENSMUSE00000677616,5,0,2,3,12,1,1,3,3,1,15,0,3,0,0,0,20,0,3,19,26,8,7,2
ENSMUSE00000677615,5,0,2,3,12,1,1,3,3,1,15,0,3,0,0,0,20,0,3,19,26,8,7,2
ENSMUSE00000578946,2,0,2,3,12,1,1,3,3,1,14,0,3,0,0,0,19,0,3,17,21,8,6,2
ENSMUSE00000502852,0,0,1,2,6,0,1,2,0,1,3,0,1,0,0,0,1,0,1,1,4,1,0,0
ENSMUSE00000677608,16,6,9,183,34,22,14,21,17,1,52,2,82,0,7,8,127,4,22,313,154,53,66,8
ENSMUSE00001293754,15,4,9,176,33,22,14,19,16,1,49,2,75,0,7,8,122,4,22,302,146,51,61,7
ENSMUSE00001245412,8,4,4,127,15,12,6,13,13,0,30,2,60,0,2,5,77,4,12,183,84,26,39,4
ENSMUSE00000755476,4,0,3,56,3,4,2,2,3,0,7,2,19,0,0,1,24,2,3,59,30,10,16,1
ENSMUSE00000826584,0,1,0,14,2,2,0,5,2,0,3,0,7,0,0,1,7,1,1,25,10,2,2,0
ENSMUSE00001228328,4,4,1,76,12,8,4,11,11,0,25,0,47,0,1,5,55,2,7,130,58,15,23,3
ENSMUSE00000842048,1,2,0,18,8,1,0,3,3,0,4,0,14,0,1,1,16,0,2,36,15,2,12,1
ENSMUSE00001182323,0,0,0,2,1,1,0,4,1,1,5,0,0,0,2,1,10,0,2,1,5,0,4,0
ENSMUSE00000424607,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,7,0,2,3,3,2,3,0
ENSMUSE00000712283,0,2,0,1,4,1,0,5,3,0,6,0,1,0,0,0,15,0,1,7,11,3,9,0
ENSMUSE00000795723,1914,1032,4181,3959,847,2262,4217,5734,2740,1698,9771,3083,4234,0,2177,2336,3081,1145,3913,7205,4812,1560,5262,2543
ENSMUSE00001235757,76,58,243,126,57,147,275,228,157,86,428,182,164,0,106,117,188,79,228,350,257,93,312,59
ENSMUSE00000253947,1886,1017,4151,3878,833,2239,4186,5594,2711,1679,9644,3061,4114,0,2149,2311,3032,1133,3881,7110,4758,1545,5209,2467
ENSMUSE00001312517,11,20,60,27,13,34,82,41,37,12,104,54,34,0,26,27,49,13,50,80,72,27,69,14
ENSMUSE00000848109,6,4,11,4,0,5,10,6,5,1,11,7,3,0,4,5,5,2,8,7,5,7,11,6
ENSMUSE00001314243,0,0,1,7,0,3,1,10,1,1,6,0,10,0,2,0,0,0,0,5,0,0,0,4
ENSMUSE00000729877,1631,1170,3581,6277,391,1723,5368,6599,3731,1863,10339,3245,5736,0,2170,4158,3693,1312,3938,8258,3178,929,6803,4346
ENSMUSE00000743151,1113,820,2764,4265,268,1261,4118,4636,2532,1452,8096,2573,4375,0,1660,3132,2691,956,3035,6725,2452,710,5258,2739
ENSMUSE00000578887,272,208,728,1081,53,316,1061,1304,666,330,2445,666,1257,0,414,799,709,244,747,2069,647,202,1334,697
ENSMUSE00001207031,505,373,856,2004,117,492,1331,1842,1293,444,2264,752,1297,0,547,1094,1024,393,1002,1636,794,232,1713,1499
ENSMUSE00001290842,375,299,691,1519,81,411,1114,1330,1003,353,1765,626,963,0,429,883,822,295,795,1229,666,188,1395,1105
ENSMUSE00000662097,3,9,24,15,14,22,13,9,7,7,31,10,4,0,48,8,26,6,9,26,25,12,25,7
ENSMUSE00000765391,3,9,24,15,14,22,13,9,7,7,31,10,4,0,48,8,26,6,9,26,25,12,25,7
ENSMUSE00001263685,0,1,1,0,5,6,2,0,2,2,1,1,0,0,19,0,6,0,2,4,4,1,3,0
ENSMUSE00000825505,2,0,2,0,2,1,0,3,1,2,3,0,0,0,0,0,2,0,1,4,7,3,1,2
ENSMUSE00000578876,2,0,2,0,2,1,0,3,1,2,3,0,0,0,0,0,2,0,1,4,7,3,1,2
ENSMUSE00000739750,1,4,14,0,0,12,28,1,1,3,4,10,0,0,15,22,7,1,10,5,5,13,29,2
ENSMUSE00000662092,20,106,404,15,20,418,477,17,20,100,44,197,3,0,298,316,76,52,175,46,79,122,528,11
ENSMUSE00000728544,1,4,15,0,0,15,32,1,1,3,4,10,0,0,16,23,9,1,8,5,6,13,33,2
ENSMUSE00001218324,20,106,404,15,20,418,476,17,20,100,44,197,3,0,298,316,76,52,175,46,79,122,527,11
ENSMUSE00000774756,12,56,234,9,10,219,274,3,7,46,23,112,3,0,149,174,46,26,104,25,37,69,299,6
ENSMUSE00001245587,20,106,404,15,20,417,476,17,20,100,44,197,3,0,297,316,76,52,175,45,79,122,527,11
ENSMUSE00000740643,1,16,24,0,1,42,31,1,2,8,1,23,0,0,24,24,4,7,9,7,7,10,33,4
ENSMUSE00000746566,1,1,5,0,0,10,9,3,0,2,0,3,0,0,12,5,2,1,3,1,1,3,4,0
ENSMUSE00000742900,0,2,15,0,0,6,27,2,1,4,0,8,0,0,16,10,0,5,9,1,1,2,22,0
ENSMUSE00000422138,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,6,1,1,0
ENSMUSE00000651955,389,265,413,251,141,483,227,246,621,334,412,277,171,0,409,161,453,261,242,252,624,223,173,185
ENSMUSE00001374268,389,264,412,250,141,480,227,246,617,331,412,273,171,0,408,161,451,258,242,252,620,223,173,184
ENSMUSE00000463615,389,265,413,251,141,483,227,246,621,334,412,277,171,0,409,161,453,261,242,252,624,223,173,185
ENSMUSE00000836881,237,160,271,179,87,302,138,131,382,212,247,169,114,0,248,112,292,191,162,157,396,147,115,132
ENSMUSE00000736646,413,219,316,273,157,449,169,240,694,316,344,233,193,0,374,154,518,278,214,228,648,215,150,206
ENSMUSE00000662077,0,6,18,18,0,10,19,20,4,6,20,14,8,0,8,14,3,9,14,14,12,3,18,12
ENSMUSE00000792131,0,6,14,16,0,8,16,17,3,5,14,12,8,0,5,12,3,8,9,9,8,2,13,10
ENSMUSE00001295045,0,8,24,26,1,13,23,30,5,10,30,18,9,0,11,17,5,12,18,19,17,7,27,15
ENSMUSE00001016187,162,349,642,163,60,670,667,230,289,369,237,614,148,0,620,504,231,272,522,207,359,304,717,124
ENSMUSE00000723075,58,113,226,55,15,233,253,58,79,131,96,232,55,0,240,156,100,105,186,72,136,125,243,52
ENSMUSE00001307055,162,349,642,163,60,670,667,230,289,369,237,614,148,0,620,504,231,272,522,207,359,304,717,124
ENSMUSE00001254392,162,349,642,162,60,670,667,230,289,369,237,614,148,0,620,504,231,272,522,206,359,304,717,124
ENSMUSE00001281263,36,72,165,34,9,157,176,42,55,89,63,161,38,0,147,91,64,65,110,58,93,91,142,32
ENSMUSE00001278334,11,50,64,10,5,67,77,24,38,41,16,70,9,0,79,55,20,26,64,27,39,30,71,9
ENSMUSE00001258426,34,52,108,27,10,118,111,44,43,60,34,94,19,0,99,86,28,57,80,34,49,49,107,15
ENSMUSE00001275339,26,56,116,36,15,134,115,52,62,66,40,114,32,0,109,92,31,46,78,31,59,51,141,26
ENSMUSE00001250139,20,48,98,28,12,95,76,38,51,47,30,86,32,0,69,69,22,36,70,21,50,32,100,12
ENSMUSE00001244177,18,34,79,22,9,73,59,32,29,30,23,68,27,0,46,53,15,28,55,16,37,27,70,11
ENSMUSE00001313382,21,42,76,25,13,69,62,38,28,31,25,61,19,0,47,57,20,24,53,16,40,29,66,13
ENSMUSE00000677564,1,129,538,6,4,312,570,1,4,141,4,390,11,0,312,344,14,113,376,6,4,123,426,5
ENSMUSE00000111994,1,129,538,6,4,312,570,1,4,141,4,390,11,0,312,344,14,113,376,6,4,123,426,5
ENSMUSE00000758146,1,68,250,2,2,136,265,0,2,55,4,174,2,0,154,160,8,53,154,3,2,65,167,0
ENSMUSE00000779936,1,71,264,2,2,142,279,0,2,65,4,185,3,0,164,172,8,55,168,3,2,69,180,1
ENSMUSE00000757161,0,35,120,1,0,73,120,0,2,37,1,89,2,0,80,88,3,29,90,0,2,26,96,3
ENSMUSE00000777707,0,21,82,0,0,49,78,0,2,27,0,57,0,0,48,59,2,22,61,0,2,17,62,3
ENSMUSE00000737355,0,42,198,2,1,142,189,0,2,58,0,147,4,0,116,130,3,42,153,2,1,43,193,3
ENSMUSE00000732870,0,13,59,0,1,41,86,0,0,19,0,60,4,0,37,49,2,15,56,0,0,9,49,2
ENSMUSE00000392399,16,2,22,16,9,11,19,13,15,3,7,16,11,0,6,13,10,5,15,4,28,8,16,11
ENSMUSE00000754746,7,9,12,1,0,10,12,1,4,11,1,13,2,0,9,11,6,7,8,7,10,9,10,1
ENSMUSE00001261468,7,9,12,1,3,13,13,1,4,13,1,14,2,0,9,11,8,7,8,7,13,9,11,1
ENSMUSE00000787346,7,9,12,1,0,10,10,1,4,9,1,13,2,0,9,11,6,7,4,7,8,8,7,1
ENSMUSE00001309062,7,9,12,1,0,10,12,1,4,11,1,13,2,0,9,11,6,6,8,7,10,8,10,1
ENSMUSE00000782519,7,9,12,1,3,13,13,1,4,12,1,14,2,0,9,11,8,6,8,7,13,8,11,1
ENSMUSE00001306324,7,9,12,1,0,10,10,1,4,9,1,13,2,0,9,11,6,6,4,7,8,7,7,1
ENSMUSE00000842032,4,5,9,0,0,7,7,1,1,6,0,10,2,0,2,7,3,3,2,3,5,4,3,0
ENSMUSE00000522123,457,456,443,708,58,347,80,61,132,560,463,680,84,0,989,212,139,200,556,410,660,426,886,196
ENSMUSE00000831110,248,170,274,533,122,278,295,643,415,159,899,183,409,0,169,185,354,117,155,641,512,134,200,381
ENSMUSE00000498763,167,101,140,347,88,161,167,365,245,94,536,104,232,0,106,99,223,56,81,381,293,87,95,247
ENSMUSE00000501553,83,40,65,186,50,71,76,212,118,46,343,36,150,0,42,39,106,31,32,250,127,38,40,132
ENSMUSE00000739777,114,59,89,244,65,88,99,257,150,61,407,64,175,0,57,60,140,38,54,284,181,45,52,172
ENSMUSE00000741404,85,32,53,157,33,53,67,145,94,43,208,54,97,0,33,52,102,24,41,140,128,28,40,104
ENSMUSE00000677560,1095,273,386,3767,705,465,380,4665,1581,281,5050,246,3336,0,360,243,1292,228,247,4130,1622,264,305,3264
ENSMUSE00000251531,1408,366,440,4028,913,594,417,5745,1924,343,5290,306,4147,0,449,296,1559,296,330,4414,1984,306,404,3714
ENSMUSE00000251519,1337,349,418,3712,876,555,382,5371,1813,314,4753,290,3889,0,414,271,1448,282,302,3978,1837,282,379,3457
ENSMUSE00000250688,0,5,7,4,8,7,2,2,7,7,12,7,3,0,7,0,19,2,8,6,18,5,13,0
ENSMUSE00000886485,0,4,3,1,6,7,2,2,4,7,6,6,2,0,6,0,9,2,4,2,12,3,6,0
ENSMUSE00001293205,0,4,3,1,6,7,2,2,3,7,6,6,1,0,6,0,9,2,4,2,11,3,5,0
ENSMUSE00000827902,0,0,3,1,2,0,0,0,3,2,3,2,2,0,1,0,11,0,2,4,5,0,5,0
ENSMUSE00001226573,0,0,3,1,2,0,0,0,2,0,3,1,1,0,1,0,6,0,2,3,4,0,4,0
ENSMUSE00000804344,2,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,4,0,0,7,4,0,3,0
ENSMUSE00000662059,6,17,18,9,3,23,26,16,27,8,31,17,4,0,19,22,13,9,11,12,27,8,12,12
ENSMUSE00000374380,6,17,18,9,3,23,26,16,27,8,31,17,4,0,19,22,13,9,11,12,27,8,12,12
ENSMUSE00000820688,3,8,8,5,1,12,16,8,17,4,19,14,3,0,11,15,11,6,7,10,18,3,8,8
ENSMUSE00000249741,2,1,14,3,0,8,10,1,3,4,5,14,2,0,6,2,12,3,4,10,13,12,10,3
ENSMUSE00000843367,1,1,11,2,0,8,7,0,2,0,2,6,1,0,5,1,11,2,2,8,9,9,9,3
ENSMUSE00000730401,2,4,5,1,4,3,10,4,6,10,1,2,3,0,5,3,5,2,0,6,13,1,5,0
ENSMUSE00001408806,2,4,4,1,4,3,9,3,6,9,1,2,2,0,4,3,4,2,0,3,10,1,3,0
ENSMUSE00000796000,1,0,1,1,1,1,5,3,1,7,0,2,0,0,4,2,4,1,0,3,3,0,2,0
ENSMUSE00000814350,4,7,12,5,8,4,11,3,7,9,9,5,4,0,7,3,6,10,11,10,9,13,9,4
ENSMUSE00000755591,4,11,13,6,8,8,12,5,10,13,9,8,5,0,11,4,7,15,11,12,10,15,11,7
ENSMUSE00000249120,4,11,12,6,6,8,11,5,9,13,7,7,5,0,11,4,7,13,10,10,7,12,11,6
ENSMUSE00001250221,4,9,11,4,4,5,9,4,9,12,6,7,5,0,11,4,5,13,8,8,7,10,9,6
ENSMUSE00000651746,482,514,875,599,208,936,803,1118,1064,568,1245,693,805,0,687,475,828,375,559,887,1062,378,619,610
ENSMUSE00000764749,414,464,751,531,185,817,730,1028,956,501,1137,628,760,0,617,414,742,337,497,848,934,341,558,536
ENSMUSE00001298728,482,514,875,599,208,936,803,1118,1064,568,1245,693,805,0,687,475,828,375,559,887,1062,377,619,610
ENSMUSE00000803782,92,76,96,83,46,107,109,96,161,81,97,92,71,0,97,53,123,56,63,80,150,59,75,109
ENSMUSE00000329853,654,622,874,349,320,1128,690,600,1344,670,529,667,528,0,851,500,1047,562,669,559,1409,413,656,291
ENSMUSE00000810641,25,34,44,9,10,58,40,29,84,35,29,31,44,0,53,21,52,23,29,33,75,14,30,16
ENSMUSE00000838747,219,194,255,127,102,311,165,179,386,179,145,187,185,0,264,157,302,167,183,149,470,131,201,79
ENSMUSE00000777203,134,87,119,86,65,120,63,79,187,95,62,77,77,0,102,66,163,78,82,49,150,60,93,88
ENSMUSE00000814143,92,57,64,47,52,85,46,51,151,62,33,43,29,0,65,36,109,39,61,31,92,25,47,63
ENSMUSE00000800658,65,31,57,41,40,67,50,44,87,45,37,45,44,0,51,27,66,35,48,36,75,19,31,44
ENSMUSE00000411935,10,5,8,4,8,17,5,12,16,8,6,4,4,0,5,3,15,4,9,5,22,5,11,3
ENSMUSE00000847262,1,1,5,2,0,8,3,0,1,3,5,2,0,0,4,2,3,1,3,1,1,4,1,1
ENSMUSE00000988949,11,6,7,7,2,13,12,31,11,11,21,14,12,0,9,7,10,15,8,10,16,7,11,11
ENSMUSE00000731040,2,3,4,5,1,7,9,14,4,5,10,7,8,0,4,4,4,6,3,4,5,3,5,1
ENSMUSE00000762299,2,3,4,5,1,6,9,14,4,5,10,7,7,0,4,4,4,6,3,4,5,3,4,1
ENSMUSE00000677445,103,98,264,521,66,151,310,351,154,110,488,222,324,0,132,207,171,101,249,494,352,132,345,407
ENSMUSE00000588522,124,119,320,739,89,202,400,461,186,136,684,278,401,0,171,264,223,125,311,678,456,180,451,544
ENSMUSE00000578718,52,37,127,295,48,62,127,188,78,47,235,90,172,0,64,79,82,40,103,221,127,57,129,266
ENSMUSE00000775009,7,11,17,1,4,17,8,2,9,10,6,15,1,0,5,12,6,6,12,6,20,10,17,1
ENSMUSE00001227478,7,11,17,1,4,17,8,2,10,10,6,15,1,0,5,12,6,6,12,6,20,10,17,1
ENSMUSE00000761802,5,11,15,1,4,16,8,2,9,9,5,14,1,0,4,10,6,5,8,6,19,7,16,1
ENSMUSE00000773883,7,11,17,1,4,17,8,2,9,9,6,15,1,0,5,12,6,5,12,6,20,10,17,1
ENSMUSE00000728889,7,11,17,1,4,16,8,2,9,9,6,14,1,0,5,11,6,5,12,6,20,10,17,1
ENSMUSE00000677425,71,58,114,116,42,91,127,56,172,70,75,80,66,0,52,72,140,52,83,89,157,55,84,67
ENSMUSE00000677427,81,66,129,125,45,97,139,68,195,77,77,88,76,0,59,78,152,66,92,100,179,61,102,69
ENSMUSE00000328094,71,58,114,116,41,91,127,56,173,70,71,80,66,0,52,72,140,52,83,89,155,54,83,65
ENSMUSE00000959294,132,107,81,57,62,126,64,80,215,103,65,85,35,0,105,50,163,87,86,48,147,73,84,77
ENSMUSE00000897645,967,664,510,393,531,952,453,415,1597,616,316,491,283,0,698,370,1155,581,512,293,1001,516,466,436
ENSMUSE00001278798,976,668,511,398,539,960,456,420,1606,623,320,495,286,0,701,373,1162,583,516,296,1015,517,473,440
ENSMUSE00000946324,263,212,154,93,128,268,142,127,455,190,81,146,63,0,215,110,341,177,163,87,300,145,143,108
ENSMUSE00000956599,175,134,91,59,84,173,87,95,284,130,61,104,38,0,145,65,211,115,101,49,199,96,109,85
ENSMUSE00001309263,851,573,448,340,481,851,402,359,1414,543,268,423,253,0,609,326,1018,509,441,249,878,458,396,376
ENSMUSE00001279741,148,82,76,50,76,130,71,61,254,83,47,77,41,0,95,49,139,92,83,48,139,60,54,77
ENSMUSE00000769253,192,101,96,98,98,176,76,86,302,95,60,97,63,0,117,63,210,107,87,53,169,93,75,94
ENSMUSE00001221445,181,107,93,84,109,153,73,78,294,106,48,84,60,0,110,50,224,107,88,43,172,89,76,83
ENSMUSE00001241040,188,160,104,88,128,223,89,72,338,151,75,112,50,0,155,86,240,109,106,58,220,129,116,88
ENSMUSE00000491943,226,143,116,219,106,206,139,334,337,136,394,97,269,0,121,107,190,91,81,185,235,102,107,242
ENSMUSE00000493216,224,143,115,219,103,204,139,334,336,135,394,96,269,0,122,107,187,90,79,185,229,101,107,242
ENSMUSE00000133829,223,142,115,219,103,202,139,334,335,134,393,96,268,0,122,107,186,90,79,185,227,101,107,242
ENSMUSE00000772276,147,79,68,125,57,131,86,212,209,85,243,60,158,0,73,70,116,60,51,111,134,74,60,151
ENSMUSE00000767885,43,41,18,46,26,40,29,82,74,35,66,14,60,0,27,18,36,23,17,27,55,15,31,46
ENSMUSE00000727608,1,5,20,0,0,11,17,0,0,3,0,20,0,0,7,15,6,2,31,2,7,7,19,0
ENSMUSE00001305839,1,4,20,0,0,10,17,0,0,3,0,20,0,0,7,15,6,2,31,2,7,6,19,0
ENSMUSE00001307622,1,4,20,0,0,10,17,0,0,3,0,20,0,0,7,15,6,2,31,2,7,6,19,0
ENSMUSE00001349055,3,3,2,2,1,6,4,3,3,1,6,1,4,0,6,3,1,2,2,0,4,3,0,0
ENSMUSE00000677319,146,217,313,81,52,434,302,122,290,220,104,246,143,0,309,190,250,175,143,97,351,181,153,62
ENSMUSE00001306865,93,132,194,54,36,309,188,56,206,150,49,160,91,0,203,123,162,111,97,54,243,106,96,36
ENSMUSE00001300785,92,127,185,54,33,278,177,52,196,141,48,155,85,0,190,116,152,105,90,51,227,97,90,35
ENSMUSE00000791792,48,49,70,35,16,96,68,40,66,47,35,47,38,0,73,49,49,36,35,23,64,43,50,27
ENSMUSE00000738578,51,58,81,43,19,105,80,44,71,51,46,52,42,0,78,49,62,41,39,30,70,45,57,33
ENSMUSE00000814421,52,49,99,56,20,86,85,87,110,49,101,72,63,0,56,48,89,48,53,79,89,40,63,48
ENSMUSE00001234903,38,25,83,50,15,56,67,81,82,34,96,54,50,0,40,35,73,37,47,69,68,30,51,42
ENSMUSE00000345006,37,24,83,49,15,55,64,79,82,33,96,53,50,0,38,35,73,37,45,68,68,30,51,41
ENSMUSE00000780515,11,6,21,20,0,22,18,27,29,9,18,16,16,0,12,10,16,8,13,23,19,3,10,16
ENSMUSE00000357626,251,94,153,43,146,146,102,70,310,113,88,125,61,0,113,82,245,65,62,55,290,80,76,58
ENSMUSE00001240742,251,94,153,43,146,146,102,70,310,113,88,125,61,0,113,82,245,65,62,55,290,79,76,58
ENSMUSE00000814358,79,34,51,7,44,79,45,21,141,54,22,69,17,0,54,31,112,29,23,16,126,35,28,17
ENSMUSE00001264968,237,89,149,42,134,140,97,67,297,103,85,106,59,0,110,79,236,61,61,54,273,71,75,56
ENSMUSE00001281879,228,88,145,42,128,131,93,64,282,98,82,94,58,0,106,77,226,61,59,54,264,66,72,53
ENSMUSE00000661983,155,165,174,115,75,219,211,162,253,140,112,164,140,0,167,126,226,105,145,107,226,113,187,138
ENSMUSE00001294454,193,200,216,140,99,277,256,189,318,169,148,205,180,0,210,157,279,145,176,133,302,150,237,168
ENSMUSE00000709546,76,81,101,45,47,117,115,82,143,69,64,101,78,0,98,62,129,57,78,64,123,61,105,70
ENSMUSE00001251336,61,67,83,33,38,93,88,60,111,53,48,76,45,0,79,47,103,38,61,48,94,41,65,44
ENSMUSE00001311393,61,49,47,30,17,73,56,55,76,46,41,44,53,0,39,47,71,41,49,34,62,37,71,62
ENSMUSE00000812120,35,45,29,23,6,53,30,36,39,23,25,26,35,0,27,32,48,26,29,22,31,17,38,27
ENSMUSE00000522759,3,4,3,0,2,4,4,2,8,3,4,1,5,0,6,1,5,2,7,3,4,2,2,3
ENSMUSE00000677301,148,442,839,369,101,815,830,307,259,415,383,733,193,0,599,481,345,456,838,264,523,520,933,430
ENSMUSE00000826870,41,160,252,74,38,255,275,111,81,139,138,251,78,0,185,143,92,159,227,80,179,184,264,107
ENSMUSE00001294194,29,144,215,62,31,231,251,104,62,125,122,222,68,0,166,128,79,146,192,73,159,170,242,89
ENSMUSE00001268542,153,448,860,385,98,832,852,331,259,420,392,748,194,0,613,496,345,464,873,275,528,530,978,442
ENSMUSE00001298972,109,341,646,222,61,621,593,190,185,303,246,577,117,0,466,346,242,350,620,168,416,403,701,262
ENSMUSE00001373446,128,357,710,313,83,669,668,211,210,341,271,603,129,0,498,396,297,351,723,199,424,419,768,355
ENSMUSE00001067945,27,34,76,25,19,56,44,16,35,25,33,56,18,0,41,37,27,30,63,17,48,34,62,33
ENSMUSE00000777095,8,13,37,19,4,28,30,13,11,24,14,29,13,0,22,19,7,14,34,9,18,22,32,27
ENSMUSE00000803942,0,0,0,3,0,1,0,8,0,0,6,2,3,0,0,2,2,0,1,7,5,3,3,2
ENSMUSE00000375997,0,0,0,3,0,1,0,8,0,0,6,2,2,0,0,2,2,0,1,6,5,3,3,2
ENSMUSE00000111406,0,0,0,3,0,1,0,8,0,0,6,2,2,0,0,2,2,0,1,6,4,3,3,2
ENSMUSE00000661974,5,0,6,0,5,2,1,0,1,1,3,0,3,0,0,0,7,0,2,7,5,3,2,0
ENSMUSE00000971227,5,0,6,0,5,2,1,0,1,1,3,0,3,0,0,0,7,0,2,7,5,2,2,0
ENSMUSE00000324672,5,0,4,0,5,2,1,0,1,1,3,0,3,0,0,0,7,0,1,7,5,2,2,0
ENSMUSE00000651484,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,3,6,4,4,0
ENSMUSE00000996089,7,6,20,11,5,11,16,10,7,6,28,7,8,0,6,6,18,4,8,22,16,7,14,6
ENSMUSE00000782528,1,0,3,0,1,1,3,0,0,1,2,6,0,0,2,5,2,2,0,3,1,0,3,0
ENSMUSE00001246443,1,0,3,0,1,1,2,0,0,1,0,6,0,0,2,5,0,2,0,1,0,0,3,0
ENSMUSE00000323716,1,0,3,0,1,1,2,0,0,1,0,6,0,0,2,5,0,2,0,1,0,0,3,0
ENSMUSE00000588389,1,0,3,0,1,1,2,0,0,1,0,6,0,0,2,5,0,2,0,1,0,0,2,0
ENSMUSE00000720789,9,4,45,34,9,22,35,36,13,22,79,28,16,0,22,37,14,8,32,36,32,15,25,37
ENSMUSE00000747734,184,194,206,194,68,333,254,209,314,200,302,234,121,0,219,145,273,193,198,130,323,149,244,367
ENSMUSE00000826270,515,504,541,605,255,808,634,654,804,505,928,581,459,0,593,430,639,450,523,470,888,397,597,1267
ENSMUSE00001265318,523,511,547,607,256,817,640,658,815,507,928,588,460,0,599,431,642,455,527,473,893,403,601,1271
ENSMUSE00001293289,298,268,317,289,124,473,352,311,469,273,441,322,196,0,341,234,391,275,290,228,485,223,337,572
ENSMUSE00001231024,234,232,259,237,101,401,300,270,391,243,390,271,163,0,265,184,330,235,248,186,413,192,288,479
ENSMUSE00001255351,378,352,410,423,174,603,469,453,598,371,658,446,303,0,447,319,490,346,374,346,634,284,451,858
ENSMUSE00001237785,278,247,263,329,143,370,306,347,406,235,491,285,254,0,307,244,294,204,263,280,454,186,289,733
ENSMUSE00001273006,157,127,167,201,82,221,186,198,230,139,297,180,158,0,193,152,166,122,144,181,237,107,185,411
ENSMUSE00001317121,21,28,26,34,10,35,38,37,41,26,45,43,24,0,34,21,32,17,24,24,45,21,33,88
ENSMUSE00001251039,141,145,116,169,73,194,176,192,203,134,277,156,141,0,139,118,142,105,152,145,246,94,140,403
ENSMUSE00000109926,69,27,50,45,37,45,36,71,111,36,114,25,47,0,39,22,85,23,28,81,145,28,38,36
ENSMUSE00000811199,54,19,39,33,25,33,25,49,71,25,74,21,38,0,26,13,60,16,20,58,97,20,25,27
ENSMUSE00000832437,64,25,46,41,31,41,35,65,102,35,99,24,43,0,33,22,81,20,27,71,134,27,34,34
ENSMUSE00000677227,12,4,1,14,20,7,3,9,15,3,15,3,6,0,8,3,23,5,4,18,26,8,12,3
ENSMUSE00001226531,11,4,1,14,20,6,3,9,13,3,14,3,6,0,8,3,22,5,3,17,26,8,11,3
ENSMUSE00000766074,4,2,0,3,6,1,1,1,2,0,3,1,1,0,3,1,5,3,1,5,7,2,6,1
ENSMUSE00000804111,5,2,0,2,0,1,1,0,2,0,2,1,1,0,3,1,3,3,2,3,6,2,3,1
ENSMUSE00000798884,10,4,1,13,13,5,3,8,11,2,12,3,5,0,8,3,19,5,3,14,24,8,8,3
ENSMUSE00001222745,8,3,1,13,13,5,2,8,10,2,11,2,4,0,8,3,16,2,3,12,20,6,6,2
ENSMUSE00000109904,2,0,7,0,1,5,0,0,2,2,1,1,0,0,3,2,8,2,7,5,17,4,1,0
ENSMUSE00001071615,2,0,7,0,0,4,0,0,2,2,1,1,0,0,2,2,5,2,3,2,9,1,1,0
ENSMUSE00001288559,2,0,7,0,0,4,0,0,1,2,1,1,0,0,2,0,4,1,4,2,10,1,1,0
ENSMUSE00000724220,56,44,50,46,22,58,41,86,120,42,144,43,79,0,41,41,67,25,36,62,126,30,35,28
ENSMUSE00000357667,117,78,88,94,64,127,76,170,220,83,255,67,155,0,76,66,145,62,65,122,232,59,68,72
ENSMUSE00000803939,77,48,58,50,39,70,41,99,137,52,152,43,96,0,44,48,92,40,55,72,150,26,46,36
ENSMUSE00000787087,37,24,30,33,27,47,30,47,68,31,77,26,57,0,28,20,49,30,33,44,80,26,23,35
ENSMUSE00000798108,2,1,6,2,2,5,2,1,0,1,5,4,4,0,1,5,6,0,3,2,3,3,4,1
ENSMUSE00001053190,7,6,77,24,11,31,71,31,13,12,28,75,22,0,12,51,35,14,67,40,57,25,80,17
ENSMUSE00001060123,0,2,13,7,0,2,5,7,2,1,7,10,8,0,3,8,12,3,9,6,10,4,12,3
