# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-f" "-g" "ID" "-p" "-O" "-a" "/gpfs/group/pipkin/Exp337/codes/GRCm38_exon_rmdup_srt_cb_srt_dupr_r.gff" "-o" "337-6_r.txt" "/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-6_pos_pSrt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-6_pos_pSrt.bam
ENSMUSE00000737895	8	77595982	77610653	-	14672	189
ENSMUSE00000211171	8	77602866	77610698	-	7833	111
ENSMUSE00000764289	8	77606363	77610668	-	4306	52
ENSMUSE00000750715	8	77663031	77724436	-	61406	17
ENSMUSE00000772355	8	77669694	77724464	-	54771	14
ENSMUSE00001383315	8	78197519	78197849	-	331	0
ENSMUSE00000211739	8	78433010	78436645	-	3636	0
ENSMUSE00001383727	8	78486034	78486410	-	377	17
ENSMUSE00000249237	8	78505269	78508898	-	3630	186
ENSMUSE00001382755	8	78505277	78508879	-	3603	186
ENSMUSE00001406869	8	78754916	78774545	-	19630	19
ENSMUSE00001383427	8	78778002	78778217	-	216	5
ENSMUSE00000682020	8	78804865	78821140	-	16276	518
ENSMUSE00000732503	8	78808037	78810210	-	2174	75
ENSMUSE00001261996	8	78808058	78813214	-	5157	158
ENSMUSE00000581685	8	78869386	78869868	-	483	0
ENSMUSE00001386345	8	78950851	78953914	-	3064	2
ENSMUSE00000211714	8	79210431	79248570	-	38140	32
ENSMUSE00001386396	8	79223297	79248543	-	25247	21
ENSMUSE00000457766	8	79263598	79294937	-	31340	106
ENSMUSE00001388102	8	79267908	79294680	-	26773	98
ENSMUSE00000457154	8	79338395	79399518	-	61124	1143
ENSMUSE00001385238	8	79343673	79350051	-	6379	77
ENSMUSE00001403294	8	79349727	79356678	-	6952	115
ENSMUSE00001389072	8	79489741	79490186	-	446	0
ENSMUSE00001388174	8	79497155	79498178	-	1024	2
ENSMUSE00001290030	8	79549774	79550748	-	975	1
ENSMUSE00001038567	8	79680284	79680806	-	523	25
ENSMUSE00000635889	8	79683462	79711740	-	28279	1986
ENSMUSE00001386712	8	79686206	79711670	-	25465	1655
ENSMUSE00001382433	8	79692799	79699413	-	6615	446
ENSMUSE00001403165	8	79708072	79711650	-	3579	145
ENSMUSE00001384213	8	79747267	79752413	-	5147	1
ENSMUSE00001385836	8	79772878	79773170	-	293	0
ENSMUSE00001384829	8	79803365	79803611	-	247	0
ENSMUSE00001382155	8	79863664	79864079	-	416	0
ENSMUSE00000748665	8	79965851	79990349	-	24499	10
ENSMUSE00000248015	8	79965853	80058006	-	92154	30
ENSMUSE00001384247	8	80086205	80086697	-	493	0
ENSMUSE00000715432	8	80110806	80112086	-	1281	64
ENSMUSE00001382471	8	80128194	80138667	-	10474	7
ENSMUSE00000828731	8	80511842	80514473	-	2632	0
ENSMUSE00000757988	8	80698507	80739497	-	40991	1537
ENSMUSE00000750243	8	80705485	80739425	-	33941	1223
ENSMUSE00001261060	8	80709426	80711698	-	2273	136
ENSMUSE00000802331	8	80709738	80710861	-	1124	55
ENSMUSE00000793874	8	80715959	80717579	-	1621	52
ENSMUSE00000738629	8	80725582	80726392	-	811	37
ENSMUSE00001382241	8	80727554	80729137	-	1584	60
ENSMUSE00001388693	8	80764438	80880519	-	116082	58
ENSMUSE00000212304	8	80764440	80880496	-	116057	58
ENSMUSE00001388362	8	80791562	80830884	-	39323	19
ENSMUSE00001286409	8	80933534	80938667	-	5134	1
ENSMUSE00000474266	8	80980733	81014928	-	34196	1397
ENSMUSE00001384613	8	80998213	81014913	-	16701	639
ENSMUSE00000976177	8	81197630	81198348	-	719	9
ENSMUSE00001386522	8	81294636	81295063	-	428	0
ENSMUSE00001232708	8	81308177	81309149	-	973	2
ENSMUSE00000916357	8	81665876	81667072	-	1197	2
ENSMUSE00000887338	8	81665904	81667118	-	1215	2
ENSMUSE00000903466	8	81790558	81790908	-	351	1
ENSMUSE00000847657	8	82152720	82152782	-	63	0
ENSMUSE00001388950	8	82184799	82207386	-	22588	10
ENSMUSE00001386766	8	82189108	82207535	-	18428	8
ENSMUSE00001389293	8	82331632	82402570	-	70939	82
ENSMUSE00000681798	8	82331637	82403222	-	71586	84
ENSMUSE00000212294	8	82331739	82345683	-	13945	15
ENSMUSE00001384302	8	82331914	82344473	-	12560	13
ENSMUSE00001384636	8	82345645	82402493	-	56849	68
ENSMUSE00001383053	8	82379489	82403209	-	23721	24
ENSMUSE00001386550	8	82763607	82769973	-	6367	395
ENSMUSE00000581568	8	82763621	82774160	-	10540	622
ENSMUSE00001389040	8	82763621	82774114	-	10494	622
ENSMUSE00001387436	8	82764372	82767537	-	3166	215
ENSMUSE00001384736	8	82772644	82774145	-	1502	48
ENSMUSE00001383200	8	82796146	82803361	-	7216	6
ENSMUSE00001386912	8	83082258	83086957	-	4700	3
ENSMUSE00000635826	8	83165081	83166170	-	1090	0
ENSMUSE00001236759	8	83312632	83332486	-	19855	124
ENSMUSE00000829834	8	83313022	83332486	-	19465	122
ENSMUSE00000766037	8	83315487	83324626	-	9140	41
ENSMUSE00001264410	8	83317765	83331454	-	13690	88
ENSMUSE00000480539	8	83324222	83332404	-	8183	66
ENSMUSE00001392369	8	83430084	83442501	-	12418	103
ENSMUSE00001390969	8	83430510	83442450	-	11941	103
ENSMUSE00000212253	8	83434495	83458349	-	23855	103
ENSMUSE00001215361	8	83434516	83442507	-	7992	90
ENSMUSE00001390841	8	83435719	83437827	-	2109	24
ENSMUSE00001390160	8	83436248	83442495	-	6248	77
ENSMUSE00000483331	8	83437753	83458391	-	20639	76
ENSMUSE00001392395	8	83477471	83479216	-	1746	44
ENSMUSE00001392376	8	83489743	83490799	-	1057	4
ENSMUSE00001391572	8	83571698	83572940	-	1243	113
ENSMUSE00000212209	8	83571700	83594484	-	22785	1261
ENSMUSE00001390765	8	83571700	83573253	-	1554	150
ENSMUSE00001390720	8	83571705	83572611	-	907	87
ENSMUSE00001390185	8	83572663	83607971	-	35309	1243
ENSMUSE00001391809	8	83572663	83594421	-	21759	1196
ENSMUSE00000277901	8	83572922	83594477	-	21556	1174
ENSMUSE00001390779	8	83584087	83585525	-	1439	111
ENSMUSE00000737286	8	83666536	83699179	-	32644	1498
ENSMUSE00001209203	8	83670091	83699097	-	29007	1290
ENSMUSE00001212382	8	83670127	83675567	-	5441	276
ENSMUSE00000793569	8	83673030	83673599	-	570	37
ENSMUSE00000744346	8	83673485	83677835	-	4351	186
ENSMUSE00000804444	8	83677784	83681589	-	3806	148
ENSMUSE00000804426	8	83689920	83699167	-	9248	407
ENSMUSE00000823405	8	83723251	83741326	-	18076	436
ENSMUSE00001311805	8	83723362	83741173	-	17812	433
ENSMUSE00000846018	8	83723818	83724809	-	992	26
ENSMUSE00001317190	8	83723878	83723984	-	107	4
ENSMUSE00000789265	8	83725226	83728304	-	3079	82
ENSMUSE00000782936	8	83727548	83728330	-	783	31
ENSMUSE00000830063	8	83733534	83741183	-	7650	136
ENSMUSE00001159751	8	83887079	83899501	-	12423	6
ENSMUSE00001356678	8	83929688	83929830	-	143	0
ENSMUSE00000884516	8	83932329	83955205	-	22877	22
ENSMUSE00001330646	8	84010222	84012158	-	1937	0
ENSMUSE00000350070	8	84010239	84011411	-	1173	0
ENSMUSE00001332339	8	84011444	84012171	-	728	0
ENSMUSE00001332772	8	84011452	84012156	-	705	0
ENSMUSE00000707917	8	84011515	84011633	-	119	0
ENSMUSE00000874746	8	84030294	84042589	-	12296	1896
ENSMUSE00001383630	8	84030352	84042569	-	12218	1895
ENSMUSE00001385235	8	84041769	84042540	-	772	170
ENSMUSE00000396265	8	84042929	84045000	-	2072	1
ENSMUSE00000635701	8	84063561	84065137	-	1577	12
ENSMUSE00000454909	8	84065236	84067287	-	2052	25
ENSMUSE00000398386	8	84097072	84104763	-	7692	667
ENSMUSE00001386226	8	84097072	84104762	-	7691	667
ENSMUSE00000358115	8	84102754	84104768	-	2015	146
ENSMUSE00000368428	8	84132828	84147936	-	15109	443
ENSMUSE00000717484	8	84132828	84147865	-	15038	443
ENSMUSE00000741741	8	84132837	84136788	-	3952	126
ENSMUSE00000750281	8	84146451	84147897	-	1447	57
ENSMUSE00001387523	8	84173731	84185217	-	11487	7
ENSMUSE00000454186	8	84173733	84176552	-	2820	2
ENSMUSE00001383279	8	84173759	84176552	-	2794	2
ENSMUSE00000660696	8	84178716	84178787	-	72	0
ENSMUSE00001096602	8	84192774	84197667	-	4894	39
ENSMUSE00001357788	8	84208825	84208907	-	83	3
ENSMUSE00000385719	8	84210678	84237055	-	26378	1225
ENSMUSE00000338228	8	84246238	84249719	-	3482	164
ENSMUSE00000819720	8	84249906	84257324	-	7419	576
ENSMUSE00000377599	8	84251022	84256413	-	5392	476
ENSMUSE00000772642	8	84253931	84257247	-	3317	348
ENSMUSE00000750069	8	84254245	84257326	-	3082	329
ENSMUSE00000897610	8	84257795	84270380	-	12586	202
ENSMUSE00001263053	8	84258301	84270370	-	12070	196
ENSMUSE00000876069	8	84258302	84261906	-	3605	70
ENSMUSE00000266244	8	84259115	84266838	-	7724	111
ENSMUSE00000892963	8	84260396	84262145	-	1750	34
ENSMUSE00000681573	8	84264181	84270367	-	6187	95
ENSMUSE00001387387	8	84302963	84303733	-	771	0
ENSMUSE00000773848	8	84611202	84617184	-	5983	5
ENSMUSE00001062147	8	84699876	84708218	-	8343	96
ENSMUSE00000606643	8	84704712	84773396	-	68685	2229
ENSMUSE00000838691	8	84704712	84707716	-	3005	64
ENSMUSE00000606642	8	84708614	84800344	-	91731	3411
ENSMUSE00000844025	8	84708634	84714068	-	5435	112
ENSMUSE00000456792	8	84815405	84822823	-	7419	37
ENSMUSE00000794024	8	84834019	84838047	-	4029	292
ENSMUSE00000211784	8	84834652	84840665	-	6014	444
ENSMUSE00000785731	8	84837722	84838666	-	945	96
ENSMUSE00001237118	8	84837735	84838680	-	946	96
ENSMUSE00000720325	8	84838299	84840636	-	2338	185
ENSMUSE00000769662	8	84841850	84846934	-	5085	733
ENSMUSE00000813581	8	84842596	84844916	-	2321	406
ENSMUSE00000331920	8	84845437	84846830	-	1394	253
ENSMUSE00000803069	8	84845750	84846826	-	1077	209
ENSMUSE00000211827	8	84886393	84893921	-	7529	45
ENSMUSE00000681413	8	84886393	84893917	-	7525	45
ENSMUSE00000831225	8	84890738	84893285	-	2548	17
ENSMUSE00000801505	8	84890937	84892666	-	1730	13
ENSMUSE00000746914	8	84892651	84893475	-	825	6
ENSMUSE00000581343	8	84911903	84937353	-	25451	12
ENSMUSE00000744966	8	84911906	84924114	-	12209	4
ENSMUSE00001245380	8	84911908	84937359	-	25452	12
ENSMUSE00001241356	8	84921385	84928775	-	7391	3
ENSMUSE00000805056	8	84934924	84937344	-	2421	0
ENSMUSE00000681378	8	84956610	84969740	-	13131	258
ENSMUSE00001207663	8	84956610	84966064	-	9455	175
ENSMUSE00000681377	8	84957667	84969767	-	12101	252
ENSMUSE00000835154	8	84957678	84958116	-	439	13
ENSMUSE00000760335	8	84957974	84965961	-	7988	162
ENSMUSE00000768821	8	84965952	84966876	-	925	20
ENSMUSE00001399080	8	84967678	84969433	-	1756	65
ENSMUSE00001386393	8	84974484	84976542	-	2059	76
ENSMUSE00000416478	8	84976910	84978718	-	1809	721
ENSMUSE00000505105	8	85007202	85014531	-	7330	8
ENSMUSE00001389200	8	85007202	85013591	-	6390	8
ENSMUSE00000416022	8	85017931	85025281	-	7351	319
ENSMUSE00000416002	8	85018810	85025266	-	6457	293
ENSMUSE00001387356	8	85019848	85024868	-	5021	236
ENSMUSE00001383558	8	85024623	85025263	-	641	29
ENSMUSE00000765658	8	85053160	85060460	-	7301	5
ENSMUSE00000828574	8	85053189	85060443	-	7255	5
ENSMUSE00001020254	8	85067568	85067982	-	415	4
ENSMUSE00000749553	8	85075035	85080632	-	5598	141
ENSMUSE00000781024	8	85075035	85080746	-	5712	145
ENSMUSE00001298115	8	85075035	85081306	-	6272	155
ENSMUSE00001212789	8	85075036	85080674	-	5639	142
ENSMUSE00000743457	8	85075037	85076107	-	1071	28
ENSMUSE00001284503	8	85075038	85076291	-	1254	30
ENSMUSE00001247380	8	85075828	85080673	-	4846	126
ENSMUSE00000803125	8	85079695	85080669	-	975	53
ENSMUSE00001389284	8	85108553	85123095	-	14543	215
ENSMUSE00000995140	8	85109647	85119637	-	9991	210
ENSMUSE00001387944	8	85125872	85132289	-	6418	30
ENSMUSE00001387404	8	85260392	85299802	-	39411	685
ENSMUSE00001389436	8	85269502	85274503	-	5002	103
ENSMUSE00000681242	8	85289184	85299469	-	10286	150
ENSMUSE00001387849	8	85289441	85299466	-	10026	141
ENSMUSE00000370363	8	85324303	85365324	-	41022	16
ENSMUSE00000413507	8	85324447	85386345	-	61899	25
ENSMUSE00000815488	8	85360425	85381034	-	20610	8
ENSMUSE00000893928	8	85408759	85432833	-	24075	467
ENSMUSE00001389308	8	85409818	85432821	-	23004	442
ENSMUSE00001388153	8	85412243	85432814	-	20572	395
ENSMUSE00001386557	8	85414275	85414515	-	241	11
ENSMUSE00000400893	8	85537633	85555344	-	17712	1304
ENSMUSE00001389465	8	85546698	85553466	-	6769	456
ENSMUSE00000247236	8	85636588	85700924	-	64337	1110
ENSMUSE00001387708	8	85637089	85691009	-	53921	941
ENSMUSE00001388249	8	85637237	85700754	-	63518	1107
ENSMUSE00001382500	8	85640536	85690973	-	50438	848
ENSMUSE00000581218	8	85717578	85840921	-	123344	1144
ENSMUSE00001389178	8	85723905	85727710	-	3806	17
ENSMUSE00001386917	8	85731244	85742518	-	11275	90
ENSMUSE00001382487	8	85738787	85741527	-	2741	29
ENSMUSE00000866582	8	85853373	85854437	-	1065	0
ENSMUSE00000744185	8	86482260	86580655	-	98396	42
ENSMUSE00000733890	8	86504579	86580686	-	76108	29
ENSMUSE00001273263	8	86504583	86534747	-	30165	10
ENSMUSE00000402921	8	86504841	86566590	-	61750	20
ENSMUSE00000713277	8	86659318	86660035	-	718	2
ENSMUSE00000245382	8	86724007	86745934	-	21928	867
ENSMUSE00001383628	8	86808160	86844045	-	35886	125
ENSMUSE00001073390	8	86841139	86885258	-	44120	996
ENSMUSE00001383840	8	86844319	86852420	-	8102	164
ENSMUSE00001315686	8	86920477	86921147	-	671	2
ENSMUSE00000846771	8	86965503	86965619	-	117	0
ENSMUSE00001383517	8	87051397	87052247	-	851	0
ENSMUSE00001317142	8	87169747	87199839	-	30093	10
ENSMUSE00001316285	8	87195088	87199850	-	4763	2
ENSMUSE00001313759	8	87354501	87373075	-	18575	7
ENSMUSE00001315593	8	87381059	87386929	-	5871	0
ENSMUSE00001339127	8	87386447	87387551	-	1105	0
ENSMUSE00000211495	8	87468405	87472609	-	4205	3
ENSMUSE00001384305	8	87468867	87471068	-	2202	1
ENSMUSE00000211497	8	87469238	87472386	-	3149	1
ENSMUSE00001285861	8	87476055	87495462	-	19408	12
ENSMUSE00001293701	8	87500049	87501231	-	1183	1
ENSMUSE00000581153	8	87661810	87959595	-	297786	158
ENSMUSE00000888645	8	87661810	87804439	-	142630	72
ENSMUSE00001261909	8	87782992	87953862	-	170871	92
ENSMUSE00000931076	8	87783147	87803823	-	20677	8
ENSMUSE00000936035	8	87783316	87944052	-	160737	89
ENSMUSE00001236895	8	87783333	87948731	-	165399	89
ENSMUSE00001392066	8	88051511	88070810	-	19300	8
ENSMUSE00000459572	8	88138079	88138517	-	439	0
ENSMUSE00000738803	8	88331039	88332919	-	1881	108
ENSMUSE00000372072	8	88331059	88362194	-	31136	1245
ENSMUSE00000827161	8	88332787	88333921	-	1135	45
ENSMUSE00000814616	8	88332806	88335487	-	2682	149
ENSMUSE00001271744	8	88332886	88342834	-	9949	513
ENSMUSE00000744198	8	88333549	88342756	-	9208	492
ENSMUSE00000746533	8	88357532	88362014	-	4483	162
ENSMUSE00000581094	8	88626563	88636128	-	9566	174
ENSMUSE00001388625	8	88631107	88636101	-	4995	110
ENSMUSE00001385418	8	88721079	88721608	-	530	0
ENSMUSE00001385991	8	88728203	88729040	-	838	1
ENSMUSE00001385245	8	88860968	88863074	-	2107	0
ENSMUSE00000488541	8	89027235	89044162	-	16928	3
ENSMUSE00000977513	8	89146787	89147058	-	272	4
ENSMUSE00000581069	8	89186946	89187560	-	615	3
ENSMUSE00000974816	8	89589435	89589541	-	107	0
ENSMUSE00000875591	8	90247040	90348343	-	101304	69
ENSMUSE00000375041	8	90252706	90348131	-	95426	67
ENSMUSE00000960025	8	90257946	90348126	-	90181	63
ENSMUSE00001383687	8	90669805	90674958	-	5154	2
ENSMUSE00001387971	8	90685186	90688063	-	2878	0
ENSMUSE00001382780	8	90709458	90740775	-	31318	14
ENSMUSE00001387916	8	90736511	90738630	-	2120	4
ENSMUSE00001386599	8	90759463	90762596	-	3134	1
ENSMUSE00001347772	8	90790826	90790947	-	122	1
ENSMUSE00001388550	8	90816145	90817393	-	1249	1
ENSMUSE00001382450	8	90848034	90849846	-	1813	1
ENSMUSE00001384689	8	90906532	90908416	-	1885	4
ENSMUSE00000635263	8	90907939	90908415	-	477	1
ENSMUSE00000847689	8	91061265	91061396	-	132	0
ENSMUSE00000722143	8	91111784	91131151	-	19368	102
ENSMUSE00001389448	8	91113762	91116671	-	2910	12
ENSMUSE00000211624	8	91123499	91134465	-	10967	60
ENSMUSE00000719311	8	91125817	91133969	-	8153	44
ENSMUSE00001383586	8	91125916	91199976	-	74061	82
ENSMUSE00001382875	8	91129645	91133997	-	4353	27
ENSMUSE00000721371	8	91129683	91133772	-	4090	26
ENSMUSE00000211622	8	91129695	91199971	-	70277	65
ENSMUSE00001383148	8	91130465	91133997	-	3533	18
ENSMUSE00001384364	8	91131085	91133917	-	2833	14
ENSMUSE00000847658	8	91184919	91185183	-	265	0
ENSMUSE00001382149	8	91188973	91199964	-	10992	6
ENSMUSE00000370750	8	91217030	91313262	-	96233	171
ENSMUSE00000413430	8	91218956	91313222	-	94267	166
ENSMUSE00001389350	8	91232844	91242324	-	9481	11
ENSMUSE00001208237	8	91251262	91270444	-	19183	31
ENSMUSE00001388694	8	91258438	91260535	-	2098	2
ENSMUSE00001242560	8	91269632	91276762	-	7131	14
ENSMUSE00001382733	8	91276702	91281506	-	4805	10
ENSMUSE00001387707	8	91305967	91307755	-	1789	2
ENSMUSE00001388641	8	91307989	91310417	-	2429	6
ENSMUSE00001382954	8	91390693	91391945	-	1253	0
ENSMUSE00001385366	8	91449521	91474598	-	25078	13
ENSMUSE00001386024	8	91528835	91532724	-	3890	5
ENSMUSE00000885839	8	91621448	91629729	-	8282	3
ENSMUSE00001386519	8	91670852	91671897	-	1046	0
ENSMUSE00001388047	8	91688374	91689135	-	762	0
ENSMUSE00001386732	8	91710233	91714413	-	4181	2
ENSMUSE00001388384	8	91788508	91794248	-	5741	2
ENSMUSE00000581029	8	91798525	91801915	-	3391	3
ENSMUSE00000956863	8	91798525	91802067	-	3543	3
ENSMUSE00001332616	8	91907565	91913066	-	5502	5
ENSMUSE00001388405	8	91974095	91991869	-	17775	2
ENSMUSE00001386864	8	91977261	91991947	-	14687	2
ENSMUSE00001387680	8	92152096	92158266	-	6171	4
ENSMUSE00000979267	8	92326033	92346870	-	20838	103
ENSMUSE00001077551	8	92326033	92355831	-	29799	124
ENSMUSE00000212532	8	92326038	92356120	-	30083	124
ENSMUSE00001078442	8	92326250	92355891	-	29642	124
ENSMUSE00000967100	8	92336668	92339250	-	2583	18
ENSMUSE00001003782	8	92344910	92346870	-	1961	20
ENSMUSE00000212531	8	92346932	92355869	-	8938	25
ENSMUSE00001387637	8	92680172	92682194	-	2023	1
ENSMUSE00001162206	8	92715747	92716975	-	1229	6
ENSMUSE00001387535	8	92853653	92856334	-	2682	1
ENSMUSE00000606391	8	93020214	93048192	-	27979	10
ENSMUSE00001384160	8	93035950	93041103	-	5154	0
ENSMUSE00000680826	8	93056728	93080017	-	23290	12
ENSMUSE00001391794	8	93099015	93131271	-	32257	17
ENSMUSE00000725096	8	93107077	93131283	-	24207	13
ENSMUSE00001264130	8	93108511	93124529	-	16019	9
ENSMUSE00001391532	8	93141331	93154116	-	12786	9
ENSMUSE00000800433	8	93166068	93197838	-	31771	19
ENSMUSE00000778208	8	93166303	93169975	-	3673	2
ENSMUSE00000811524	8	93166329	93175289	-	8961	4
ENSMUSE00001391347	8	93190328	93191358	-	1031	0
ENSMUSE00000795067	8	93194805	93197777	-	2973	1
ENSMUSE00000431617	8	93201218	93229619	-	28402	17
ENSMUSE00001071654	8	93201404	93229618	-	28215	16
ENSMUSE00000947485	8	93210246	93219432	-	9187	3
ENSMUSE00001392789	8	93238653	93251175	-	12523	8
ENSMUSE00000761554	8	93256236	93279747	-	23512	11
ENSMUSE00000770939	8	93256588	93258739	-	2152	2
ENSMUSE00000768077	8	93265387	93267278	-	1892	1
ENSMUSE00000734969	8	93265839	93267405	-	1567	1
ENSMUSE00000739542	8	93273924	93275346	-	1423	0
ENSMUSE00000463625	8	93274233	93279727	-	5495	2
ENSMUSE00000300019	8	93302369	93337308	-	34940	23
ENSMUSE00001399020	8	93351843	93379725	-	27883	11
ENSMUSE00001390694	8	93415537	93427628	-	12092	5
ENSMUSE00001391185	8	93423141	93427399	-	4259	1
ENSMUSE00001393261	8	93423141	93427343	-	4203	1
ENSMUSE00001390253	8	93430475	93437174	-	6700	6
ENSMUSE00001391958	8	93499064	93535707	-	36644	19
ENSMUSE00000881242	8	93499213	93506768	-	7556	4
ENSMUSE00000467055	8	93499378	93535707	-	36330	19
ENSMUSE00001391194	8	93499379	93513559	-	14181	7
ENSMUSE00001389769	8	93523155	93535830	-	12676	6
ENSMUSE00001390619	8	93565977	93628624	-	62648	37
ENSMUSE00001393351	8	93566121	93575443	-	9323	7
ENSMUSE00001393160	8	93646386	93687958	-	41573	21
ENSMUSE00001391525	8	93707015	93719975	-	12961	3
ENSMUSE00001393487	8	93747575	93749852	-	2278	0
ENSMUSE00001176237	8	93750147	93810290	-	60144	27
ENSMUSE00001178666	8	93796478	93813722	-	17245	7
ENSMUSE00000945912	8	93933835	93933936	-	102	0
ENSMUSE00000398489	8	93971588	94012842	-	41255	1221
ENSMUSE00000730509	8	93972902	93974916	-	2015	102
ENSMUSE00000759927	8	93972958	93973961	-	1004	59
ENSMUSE00000299221	8	93999215	94012127	-	12913	339
ENSMUSE00000380079	8	94015496	94037031	-	21536	702
ENSMUSE00000462075	8	94019405	94032435	-	13031	432
ENSMUSE00000299089	8	94019448	94037006	-	17559	581
ENSMUSE00000212693	8	94022589	94028927	-	6339	210
ENSMUSE00000362772	8	94067954	94098928	-	30975	69
ENSMUSE00000904361	8	94068144	94070213	-	2070	5
ENSMUSE00000874752	8	94075140	94079756	-	4617	17
ENSMUSE00001390046	8	94170748	94173412	-	2665	3
ENSMUSE00000858562	8	94379184	94386972	-	7789	25
ENSMUSE00001137487	8	94422898	94434166	-	11269	195
ENSMUSE00001124150	8	94429813	94435103	-	5291	146
ENSMUSE00001390196	8	94574138	94601997	-	27860	919
ENSMUSE00001393432	8	94575657	94601677	-	26021	868
ENSMUSE00001393653	8	94575664	94579845	-	4182	132
ENSMUSE00001390523	8	94575666	94601701	-	26036	868
ENSMUSE00000212881	8	94575756	94582996	-	7241	212
ENSMUSE00000334136	8	94575819	94601862	-	26044	862
ENSMUSE00001391131	8	94591591	94601692	-	10102	411
ENSMUSE00000357613	8	94674894	94696278	-	21385	15
ENSMUSE00001391530	8	94675711	94680082	-	4372	3
ENSMUSE00000212885	8	94675854	94678606	-	2753	1
ENSMUSE00000846841	8	94698016	94698285	-	270	0
ENSMUSE00000606301	8	94819804	94838358	-	18555	815
ENSMUSE00000342912	8	94822561	94838265	-	15705	681
ENSMUSE00001253961	8	94822854	94832659	-	9806	492
ENSMUSE00000864760	8	94822935	94824193	-	1259	112
ENSMUSE00000864792	8	94823021	94826714	-	3694	253
ENSMUSE00000854050	8	94824636	94826712	-	2077	119
ENSMUSE00000849910	8	94825216	94832695	-	7480	284
ENSMUSE00001232330	8	94831773	94838261	-	6489	229
ENSMUSE00000854572	8	94834463	94838265	-	3803	127
ENSMUSE00001392913	8	94863828	94871204	-	7377	5
ENSMUSE00000287473	8	94863860	94876330	-	12471	9
ENSMUSE00000409408	8	94867448	94871716	-	4269	4
ENSMUSE00001390282	8	94870873	94876096	-	5224	6
ENSMUSE00000606296	8	94902869	94918098	-	15230	101
ENSMUSE00000849037	8	94913565	94917521	-	3957	16
ENSMUSE00000898523	8	94964679	94969756	-	5078	2
ENSMUSE00001392712	8	94964679	94969754	-	5076	2
ENSMUSE00001391706	8	95089671	95090676	-	1006	1
ENSMUSE00000212999	8	95099828	95142547	-	42720	816
ENSMUSE00001392779	8	95099828	95110424	-	10597	206
ENSMUSE00001392011	8	95100214	95102265	-	2052	49
ENSMUSE00001392460	8	95102869	95104009	-	1141	27
ENSMUSE00000634996	8	95110249	95202812	-	92564	669
ENSMUSE00001209968	8	95129196	95137922	-	8727	194
ENSMUSE00000213075	8	95239045	95306585	-	67541	27
ENSMUSE00000718108	8	95240981	95281610	-	40630	17
ENSMUSE00001390960	8	95290593	95306570	-	15978	4
ENSMUSE00001315554	8	95290596	95293669	-	3074	1
ENSMUSE00001267489	8	95290623	95294074	-	3452	2
ENSMUSE00001235727	8	95290931	95300666	-	9736	4
ENSMUSE00000400005	8	95323011	95331950	-	8940	154
ENSMUSE00000348065	8	95420249	95434869	-	14621	289
ENSMUSE00001392809	8	95420249	95434757	-	14509	289
ENSMUSE00000634973	8	95420252	95434844	-	14593	289
ENSMUSE00001390171	8	95420371	95421533	-	1163	33
ENSMUSE00001390366	8	95420402	95434830	-	14429	288
ENSMUSE00001391554	8	95422220	95424838	-	2619	46
ENSMUSE00000895652	8	95446096	95488827	-	42732	2831
ENSMUSE00001023951	8	95447974	95488780	-	40807	2792
ENSMUSE00000211632	8	95450737	95460714	-	9978	582
ENSMUSE00001046333	8	95453367	95487586	-	34220	2374
ENSMUSE00000967554	8	95453421	95487579	-	34159	2365
ENSMUSE00001393163	8	95457393	95465985	-	8593	487
ENSMUSE00001392180	8	95460703	95488785	-	28083	2061
ENSMUSE00001392592	8	95461593	95490039	-	28447	2017
ENSMUSE00001393119	8	95480453	95483623	-	3171	268
ENSMUSE00001391805	8	95559069	95576340	-	17272	12
ENSMUSE00000907142	8	95559070	95575455	-	16386	10
ENSMUSE00000385669	8	95559292	95575197	-	15906	10
ENSMUSE00001390240	8	95575482	95576281	-	800	2
ENSMUSE00001393137	8	95629173	95630391	-	1219	0
ENSMUSE00001391224	8	95674696	95675394	-	699	0
ENSMUSE00000912856	8	95719451	95807464	-	88014	6168
ENSMUSE00001391626	8	95719458	95807381	-	87924	6168
ENSMUSE00001390634	8	95719631	95731324	-	11694	807
ENSMUSE00001389697	8	95728611	95730605	-	1995	184
ENSMUSE00000241090	8	95730478	95739821	-	9344	778
ENSMUSE00001392025	8	95731191	95732736	-	1546	167
ENSMUSE00001389917	8	95734313	95736729	-	2417	203
ENSMUSE00001392211	8	95735700	95740182	-	4483	375
ENSMUSE00001391500	8	95736156	95738536	-	2381	184
ENSMUSE00000634901	8	95743174	95761431	-	18258	1448
ENSMUSE00000522314	8	95746060	95746195	-	136	92
ENSMUSE00001353610	8	95753151	95753214	-	64	12
ENSMUSE00001391924	8	95754966	95757493	-	2528	223
ENSMUSE00000522436	8	95756950	95757084	-	135	14
ENSMUSE00000908495	8	95761952	95807462	-	45511	2944
ENSMUSE00001389949	8	95764934	95766046	-	1113	69
ENSMUSE00001389952	8	95775912	95778530	-	2619	152
ENSMUSE00001389640	8	95808552	95817678	-	9127	2
ENSMUSE00001391583	8	95808552	95818274	-	9723	2
