seqnames,start,end,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr16,97948810,97949177,368,*,Promoter (3-4kb),16,97949764,97953098,3335,2,114565,ENSMUST00000231256.1,3921,ENSMUSG00000046962,Zbtb21,zinc finger and BTB domain containing 21
chr17,5406641,5406990,350,*,"Intron (ENSMUST00000190865.1/ENSMUST00000190865.1, intron 2 of 3)",17,5417323,5418767,1445,2,106557,ENSMUST00000189788.1,11777,ENSMUSG00000101959,Ldhal6b,lactate dehydrogenase A-like 6B
chr17,5756076,5756370,295,*,Distal Intergenic,17,5798657,5802893,4237,1,78512,ENSMUST00000180924.7,-42287,ENSMUSG00000096965,3300005D01Rik,RIKEN cDNA 3300005D01 gene
chr17,6426890,6427085,196,*,Promoter (3-4kb),17,6430112,6436296,6185,1,21648,ENSMUST00000179569.2,-3027,ENSMUSG00000096255,Dynlt1b,dynein light chain Tctex-type 1B
chr17,6581288,6581451,164,*,"Intron (ENSMUST00000231697.1/ENSMUST00000231697.1, intron 1 of 7)",17,6601671,6609679,8009,1,100040531,ENSMUST00000092966.4,-20220,ENSMUSG00000095677,Dynlt1f,dynein light chain Tctex-type 1F
chr17,6658933,6659122,190,*,Promoter (<=1kb),17,6659093,6737836,78744,1,83672,ENSMUST00000097430.9,0,ENSMUSG00000041831,Sytl3,synaptotagmin-like 3
chr17,6835407,6835569,163,*,Distal Intergenic,17,6738041,6782784,44744,2,22350,ENSMUST00000064234.6,-52623,ENSMUSG00000052397,Ezr,ezrin
chr17,7877957,7878227,271,*,Distal Intergenic,17,7926000,7934897,8898,1,72536,ENSMUST00000036370.7,-47773,ENSMUSG00000033450,Tagap,T cell activation Rho GTPase activating protein
chr17,7939697,7940110,414,*,Promoter (5-6kb),17,7945614,7979824,34211,1,66832,ENSMUST00000232223.1,-5504,ENSMUSG00000073471,Rsph3a,radial spoke 3A homolog (Chlamydomonas)
chr17,8251668,8251996,329,*,Promoter (6-7kb),17,8245065,8257120,12056,1,12458,ENSMUST00000231545.1,6603,ENSMUSG00000040899,Ccr6,chemokine (C-C motif) receptor 6
chr17,12205844,12206078,235,*,Promoter (9-10kb),17,12215125,12219253,4129,1,68262,ENSMUST00000167905.1,-9047,ENSMUSG00000023827,Agpat4,"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)"
chr17,12759205,12759463,259,*,Promoter (8-9kb),17,12748653,12750800,2148,2,16004,ENSMUST00000159127.1,-8405,ENSMUSG00000023830,Igf2r,insulin-like growth factor 2 receptor
chr17,21652526,21652930,405,*,Promoter (1-2kb),17,21650624,21664966,14343,1,73229,ENSMUST00000232827.1,1902,ENSMUSG00000035868,Zfp983,zinc finger protein 983
chr17,22358545,22358747,203,*,Promoter (2-3kb),17,22337989,22361400,23412,2,319615,ENSMUST00000115535.2,2653,ENSMUSG00000033972,Zfp944,zinc finger protein 944
chr17,23749019,23749295,277,*,Promoter (<=1kb),17,23749236,23754065,4830,1,638247,ENSMUST00000181605.1,0,ENSMUSG00000097006,9530082P21Rik,RIKEN cDNA 9530082P21 gene
chr17,26588962,26589434,473,*,Promoter (5-6kb),17,26594876,26655352,60477,1,67458,ENSMUST00000235915.1,-5442,ENSMUSG00000001576,Ergic1,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1
chr17,27322964,27323242,279,*,Promoter (5-6kb),17,27328385,27328460,76,1,102466818,ENSMUST00000185107.1,-5143,ENSMUSG00000099237,Mir7216,microRNA 7216
chr17,29395450,29395838,389,*,Distal Intergenic,17,29376501,29378452,1952,1,26382,ENSMUST00000144616.1,18949,ENSMUSG00000024013,Fgd2,"FYVE, RhoGEF and PH domain containing 2"
chr17,29499622,29500143,522,*,Promoter (6-7kb),17,29493407,29494964,1558,1,18712,ENSMUST00000234270.1,6215,ENSMUSG00000024014,Pim1,proviral integration site 1
chr17,29500735,29501079,345,*,Promoter (7-8kb),17,29493407,29494964,1558,1,18712,ENSMUST00000234270.1,7328,ENSMUSG00000024014,Pim1,proviral integration site 1
chr17,30623335,30623540,206,*,Promoter (<=1kb),17,30624354,30875264,250911,1,13417,ENSMUST00000170651.1,-814,ENSMUSG00000033826,Dnah8,"dynein, axonemal, heavy chain 8"
chr17,31073896,31074147,252,*,"Intron (ENSMUST00000236391.1/11307, intron 2 of 5)",17,31057774,31098759,40986,1,11307,ENSMUST00000139013.1,16122,ENSMUSG00000024030,Abcg1,ATP binding cassette subfamily G member 1
chr17,32067518,32068028,511,*,Promoter (8-9kb),17,32059168,32060666,1499,1,72462,ENSMUST00000126602.1,8350,ENSMUSG00000058392,Rrp1b,ribosomal RNA processing 1 homolog B (S. cerevisiae)
chr17,34887527,34887809,283,*,Promoter (5-6kb),17,34862605,34882100,19496,2,12263,ENSMUST00000025230.14,-5427,ENSMUSG00000024371,C2,complement component 2 (within H-2S)
chr17,35000454,35000685,232,*,Promoter (<=1kb),17,35000987,35016322,15336,1,22321,ENSMUST00000087315.13,-302,ENSMUSG00000007029,Vars,valyl-tRNA synthetase
chr17,35194248,35194471,224,*,Promoter (<=1kb),17,35194439,35196302,1864,1,16994,ENSMUST00000025262.5,0,ENSMUSG00000024399,Ltb,lymphotoxin B
chr17,35205190,35205660,471,*,Promoter (<=1kb),17,35203165,35205351,2187,2,16992,ENSMUST00000025266.5,0,ENSMUSG00000024402,Lta,lymphotoxin A
chr17,35222339,35222533,195,*,Promoter (<=1kb),17,35220836,35221657,822,2,18038,ENSMUST00000176748.1,-682,ENSMUSG00000042419,Nfkbil1,nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1
chr17,44702072,44702300,229,*,"Intron (ENSMUST00000162816.7/12393, intron 3 of 5)",17,44639681,44734693,95013,2,12393,ENSMUST00000160199.1,32393,ENSMUSG00000039153,Runx2,runt related transcription factor 2
chr17,44702571,44702730,160,*,"Intron (ENSMUST00000162816.7/12393, intron 3 of 5)",17,44639681,44734693,95013,2,12393,ENSMUST00000160199.1,31963,ENSMUSG00000039153,Runx2,runt related transcription factor 2
chr17,45626668,45626977,310,*,Distal Intergenic,17,45601336,45602102,767,2,653016,ENSMUST00000113529.3,-24566,ENSMUSG00000079471,Mymx,"myomixer, myoblast fusion factor"
chr17,47598194,47598605,412,*,Promoter (1-2kb),17,47597164,47598105,942,1,12445,ENSMUST00000183206.1,1030,ENSMUSG00000034165,Ccnd3,cyclin D3
chr17,48293632,48293911,280,*,Promoter (5-6kb),17,48299498,48303801,4304,1,328833,ENSMUST00000233496.1,-5587,ENSMUSG00000071068,Treml2,triggering receptor expressed on myeloid cells-like 2
chr17,48298847,48299004,158,*,Promoter (<=1kb),17,48299498,48303801,4304,1,328833,ENSMUST00000233496.1,-494,ENSMUSG00000071068,Treml2,triggering receptor expressed on myeloid cells-like 2
chr17,48300880,48301138,259,*,Promoter (<=1kb),17,48300386,48312533,12148,1,328833,ENSMUST00000170941.2,494,ENSMUSG00000071068,Treml2,triggering receptor expressed on myeloid cells-like 2
chr17,50097931,50098176,246,*,Promoter (3-4kb),17,49993260,50094332,101073,2,76438,ENSMUST00000113195.7,-3599,ENSMUSG00000039316,Rftn1,raftlin lipid raft linker 1
chr17,50525097,50525434,338,*,"Intron (ENSMUST00000043938.7/224860, intron 1 of 5)",17,50509403,50688484,179082,1,224860,ENSMUST00000043938.7,15694,ENSMUSG00000038910,Plcl2,phospholipase C-like 2
chr17,50729725,50730100,376,*,Distal Intergenic,17,50698688,50699443,756,1,12228,ENSMUST00000061681.8,31037,ENSMUSG00000022863,Btg3,BTG anti-proliferation factor 3
chr17,51854745,51854965,221,*,Distal Intergenic,17,51738894,51833290,94397,2,20230,ENSMUST00000133574.7,-21455,ENSMUSG00000023927,Satb1,special AT-rich sequence binding protein 1
chr17,52076825,52077191,367,*,"Intron (ENSMUST00000233901.1/100503190, intron 2 of 2)",17,52028191,52163976,135786,1,100503190,ENSMUST00000233877.1,48634,ENSMUSG00000100150,Gm19585,"predicted gene, 19585"
chr17,52151348,52151639,292,*,Promoter (2-3kb),17,52149289,52163484,14196,1,100503190,ENSMUST00000186007.2,2059,ENSMUSG00000100150,Gm19585,"predicted gene, 19585"
chr17,52152054,52152276,223,*,Promoter (2-3kb),17,52149289,52163484,14196,1,100503190,ENSMUST00000186007.2,2765,ENSMUSG00000100150,Gm19585,"predicted gene, 19585"
chr17,52162320,52162938,619,*,Promoter (2-3kb),17,52160143,52162844,2702,1,100503190,ENSMUST00000191539.1,2177,ENSMUSG00000100150,Gm19585,"predicted gene, 19585"
chr17,53478514,53478946,433,*,Promoter (<=1kb),17,53479234,53507680,28447,1,271457,ENSMUST00000017975.6,-288,ENSMUSG00000017831,Rab5a,"RAB5A, member RAS oncogene family"
chr17,71289208,71289438,231,*,Promoter (7-8kb),17,71275186,71297247,22062,2,246707,ENSMUST00000233343.1,7809,ENSMUSG00000024053,Emilin2,elastin microfibril interfacer 2
chr17,71485664,71486033,370,*,Distal Intergenic,17,71344489,71475343,130855,2,74355,ENSMUST00000127430.1,-10321,ENSMUSG00000024054,Smchd1,SMC hinge domain containing 1
chr17,72821993,72822448,456,*,Distal Intergenic,17,72836453,72851195,14743,1,383295,ENSMUST00000045174.6,-14005,ENSMUSG00000039770,Ypel5,yippee like 5
chr17,78271445,78271764,320,*,Promoter (8-9kb),17,78280183,78344506,64324,1,50766,ENSMUST00000234059.1,-8419,ENSMUSG00000024074,Crim1,cysteine rich transmembrane BMP regulator 1 (chordin like)
chr17,80112538,80113029,492,*,Distal Intergenic,17,80127471,80185101,57631,1,319625,ENSMUST00000039205.10,-14442,ENSMUSG00000035473,Galm,galactose mutarotase
chr17,86962501,86962970,470,*,Promoter (<=1kb),17,86963082,87000069,36988,1,104215,ENSMUST00000024956.14,-112,ENSMUSG00000024143,Rhoq,ras homolog family member Q
chr18,3281049,3281321,273,*,Promoter (<=1kb),18,3267534,3281132,13599,2,12916,ENSMUST00000124747.7,0,ENSMUSG00000063889,Crem,cAMP responsive element modulator
chr18,4278430,4278800,371,*,Distal Intergenic,18,4333845,4335048,1204,2,26410,ENSMUST00000173708.1,56248,ENSMUSG00000024235,Map3k8,mitogen-activated protein kinase kinase kinase 8
chr18,4285083,4285297,215,*,Distal Intergenic,18,4333845,4335048,1204,2,26410,ENSMUST00000173708.1,49751,ENSMUSG00000024235,Map3k8,mitogen-activated protein kinase kinase kinase 8
chr18,4294636,4295364,729,*,Distal Intergenic,18,4333845,4335048,1204,2,26410,ENSMUST00000173708.1,39684,ENSMUSG00000024235,Map3k8,mitogen-activated protein kinase kinase kinase 8
chr18,4303205,4303486,282,*,Distal Intergenic,18,4333845,4335048,1204,2,26410,ENSMUST00000173708.1,31562,ENSMUSG00000024235,Map3k8,mitogen-activated protein kinase kinase kinase 8
chr18,4366689,4367017,329,*,Promoter (3-4kb),18,4363050,4368650,5601,1,73915,ENSMUST00000234768.1,3639,ENSMUSG00000117401,4833419F23Rik,RIKEN cDNA 4833419F23 gene
chr18,7868363,7868595,233,*,Promoter (<=1kb),18,7868832,7926505,57674,1,225131,ENSMUST00000171042.7,-237,ENSMUSG00000024283,Wac,WW domain containing adaptor with coiled-coil
chr18,12584937,12585215,279,*,Distal Intergenic,18,12599896,12725017,125122,1,72747,ENSMUST00000234974.1,-14681,ENSMUSG00000024424,Ttc39c,tetratricopeptide repeat domain 39C
chr18,12611203,12611446,244,*,"Intron (ENSMUST00000234974.1/72747, intron 1 of 7)",18,12599926,12737050,137125,1,72747,ENSMUST00000169401.7,11277,ENSMUSG00000024424,Ttc39c,tetratricopeptide repeat domain 39C
chr18,14613521,14613756,236,*,Distal Intergenic,18,14633542,14637406,3865,2,268996,ENSMUST00000238844.1,23650,ENSMUSG00000037013,Ss18,"SS18, nBAF chromatin remodeling complex subunit"
chr18,14672183,14672398,216,*,Promoter (1-2kb),18,14655091,14670786,15696,2,268996,ENSMUST00000234737.1,-1397,ENSMUSG00000037013,Ss18,"SS18, nBAF chromatin remodeling complex subunit"
chr18,20777107,20777326,220,*,Distal Intergenic,18,20684599,20746404,61806,2,56386,ENSMUST00000070080.5,-30703,ENSMUSG00000056124,B4galt6,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6"
chr18,20982570,20982906,337,*,"Intron (ENSMUST00000050004.2/67664, intron 5 of 5)",18,21001341,21027535,26195,1,56515,ENSMUST00000234107.1,-18435,ENSMUSG00000024317,Rnf138,ring finger protein 138
chr18,24619438,24619713,276,*,Promoter (3-4kb),18,24615974,24618104,2131,1,58523,ENSMUST00000234014.1,3464,ENSMUSG00000024271,Elp2,elongator acetyltransferase complex subunit 2
chr18,32990472,32990977,506,*,"Intron (ENSMUST00000234205.1/12326, intron 4 of 14)",18,32939158,33186270,247113,1,12326,ENSMUST00000042868.5,51314,ENSMUSG00000038128,Camk4,calcium/calmodulin-dependent protein kinase IV
chr18,33084770,33085035,266,*,"Intron (ENSMUST00000234205.1/12326, intron 5 of 14)",18,33203405,33213766,10362,2,170459,ENSMUST00000119991.7,128731,ENSMUSG00000024378,Stard4,StAR-related lipid transfer (START) domain containing 4
chr18,36415136,36415363,228,*,"Intron (ENSMUST00000025204.6/67199, intron 3 of 3)",18,36404205,36451244,47040,2,67199,ENSMUST00000237499.1,35881,ENSMUSG00000024346,Pfdn1,prefoldin 1
chr18,36512377,36512574,198,*,Promoter (2-3kb),18,36512570,36515367,2798,2,15200,ENSMUST00000237621.1,2793,ENSMUSG00000024486,Hbegf,heparin-binding EGF-like growth factor
chr18,38440599,38440947,349,*,Promoter (6-7kb),18,38447713,38464978,17266,1,65113,ENSMUST00000236171.1,-6766,ENSMUSG00000024425,Ndfip1,Nedd4 family interacting protein 1
chr18,39664020,39664185,166,*,"Intron (ENSMUST00000235128.1/ENSMUST00000235128.1, intron 2 of 2)",18,39773497,39776082,2586,1,18459,ENSMUST00000063219.2,-109312,ENSMUSG00000051732,Pabpc2,"poly(A) binding protein, cytoplasmic 2"
chr18,39858930,39859260,331,*,Distal Intergenic,18,39773497,39776082,2586,1,18459,ENSMUST00000063219.2,85433,ENSMUSG00000051732,Pabpc2,"poly(A) binding protein, cytoplasmic 2"
chr18,41979542,41979905,364,*,Distal Intergenic,18,41985323,41999049,13727,2,332309,ENSMUST00000097591.4,19144,ENSMUSG00000073574,Grxcr2,"glutaredoxin, cysteine rich 2"
chr18,42274875,42275146,272,*,Promoter (<=1kb),18,42274382,42275197,816,2,100042757,ENSMUST00000236263.1,51,ENSMUSG00000117662,Gm4013,predicted gene 4013
chr18,49986805,49987050,246,*,Promoter (7-8kb),18,49979535,50107173,127639,1,106869,ENSMUST00000153545.1,7270,ENSMUSG00000062210,Tnfaip8,"tumor necrosis factor, alpha-induced protein 8"
chr18,50859631,50859796,166,*,Distal Intergenic,18,51117733,51305190,187458,1,71373,ENSMUST00000116639.3,-257937,ENSMUSG00000073565,Prr16,proline rich 16
chr18,54921419,54921837,419,*,"Intron (ENSMUST00000064763.6/269023, intron 3 of 9)",18,54892481,54895562,3082,2,269023,ENSMUST00000237009.1,-25857,ENSMUSG00000052713,Zfp608,zinc finger protein 608
chr18,54921919,54922452,534,*,"Intron (ENSMUST00000064763.6/269023, intron 3 of 9)",18,54892481,54895562,3082,2,269023,ENSMUST00000237009.1,-26357,ENSMUSG00000052713,Zfp608,zinc finger protein 608
chr18,55548375,55548570,196,*,Distal Intergenic,18,54888723,54992555,103833,2,269023,ENSMUST00000237844.1,-555820,ENSMUSG00000052713,Zfp608,zinc finger protein 608
chr18,58659078,58659386,309,*,Promoter (<=1kb),18,58659466,58680368,20903,1,66307,ENSMUST00000025503.9,-80,ENSMUSG00000024601,Isoc1,isochorismatase domain containing 1
chr18,60356212,60356462,251,*,Distal Intergenic,18,60376027,60378676,2650,1,60440,ENSMUST00000237794.1,-19565,ENSMUSG00000054072,Iigp1,interferon inducible GTPase 1
chr18,65007819,65008377,559,*,"Intron (ENSMUST00000235343.1/83814, intron 2 of 30)",18,65023549,65213307,189759,1,83814,ENSMUST00000080418.6,-15172,ENSMUSG00000024589,Nedd4l,"neural precursor cell expressed, developmentally down-regulated gene 4-like"
chr18,65322548,65322753,206,*,"Intron (ENSMUST00000035548.15/225638, intron 4 of 12)",18,65265529,65304456,38928,2,225638,ENSMUST00000235298.1,-18092,ENSMUSG00000032845,Alpk2,alpha-kinase 2
chr18,65395392,65395705,314,*,Promoter (1-2kb),18,65265529,65394066,128538,2,225638,ENSMUST00000035548.15,-1326,ENSMUSG00000032845,Alpk2,alpha-kinase 2
chr18,65481326,65481594,269,*,Distal Intergenic,18,65470358,65476329,5972,1,240354,ENSMUST00000235999.1,10968,ENSMUSG00000032688,Malt1,MALT1 paracaspase
chr18,65801768,65801917,150,*,Promoter (<=1kb),18,65801302,65817658,16357,1,66286,ENSMUST00000155668.8,466,ENSMUSG00000024516,Sec11c,"SEC11 homolog C, signal peptidase complex subunit"
chr18,67280810,67280970,161,*,Promoter (8-9kb),18,67289186,67322472,33287,1,114663,ENSMUST00000025403.7,-8216,ENSMUSG00000024525,Impa2,inositol (myo)-1(or 4)-monophosphatase 2
chr18,67699622,67699782,161,*,Promoter (9-10kb),18,67675818,67690224,14407,2,19255,ENSMUST00000128169.1,-9398,ENSMUSG00000024539,Ptpn2,"protein tyrosine phosphatase, non-receptor type 2"
chr18,67724912,67725340,429,*,Promoter (<=1kb),18,67671212,67724595,53384,2,19255,ENSMUST00000122412.1,-317,ENSMUSG00000024539,Ptpn2,"protein tyrosine phosphatase, non-receptor type 2"
chr18,68829072,68829400,329,*,Distal Intergenic,18,68739400,68739501,102,1,102465183,ENSMUST00000183541.1,89672,ENSMUSG00000099300,Mir6356,microRNA 6356
chr18,70530431,70530881,451,*,Promoter (<=1kb),18,70508683,70530620,21938,2,26447,ENSMUST00000121674.8,0,ENSMUSG00000038425,Poli,"polymerase (DNA directed), iota"
chr18,70632016,70632465,450,*,Distal Intergenic,18,70617773,70625777,8005,1,17191,ENSMUST00000128555.1,14243,ENSMUSG00000024513,Mbd2,methyl-CpG binding domain protein 2
chr18,74288028,74288222,195,*,Promoter (4-5kb),18,74283162,74300194,17033,1,74453,ENSMUST00000177101.7,4866,ENSMUSG00000035394,Cfap53,cilia and flagella associated protein 53
chr18,75371455,75371640,186,*,Promoter (1-2kb),18,75369976,75394365,24390,1,17131,ENSMUST00000174411.1,1479,ENSMUSG00000025880,Smad7,SMAD family member 7
chr18,78142207,78142465,259,*,Promoter (<=1kb),18,78101649,78142119,40471,2,108052,ENSMUST00000160639.1,-88,ENSMUSG00000059336,Slc14a1,"solute carrier family 14 (urea transporter), member 1"
chr18,79064105,79064309,205,*,"Intron (ENSMUST00000025430.10/240427, intron 2 of 5)",18,78750380,79109391,359012,2,240427,ENSMUST00000025430.10,45082,ENSMUSG00000024548,Setbp1,SET binding protein 1
chr18,79297631,79298060,430,*,Distal Intergenic,18,78750380,79109391,359012,2,240427,ENSMUST00000025430.10,-188240,ENSMUSG00000024548,Setbp1,SET binding protein 1
chr18,79434598,79434820,223,*,Distal Intergenic,18,78750380,79109391,359012,2,240427,ENSMUST00000025430.10,-325207,ENSMUSG00000024548,Setbp1,SET binding protein 1
chr18,79459578,79459973,396,*,Distal Intergenic,18,78750380,79109391,359012,2,240427,ENSMUST00000025430.10,-350187,ENSMUSG00000024548,Setbp1,SET binding protein 1
chr18,80616265,80616461,197,*,Promoter (7-8kb),18,80607390,80608975,1586,2,18018,ENSMUST00000237776.1,-7290,ENSMUSG00000033016,Nfatc1,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1"
chr18,84680675,84680821,147,*,Promoter (<=1kb),18,84667471,84680740,13270,2,66054,ENSMUST00000236415.1,0,ENSMUSG00000024644,Cndp2,CNDP dipeptidase 2 (metallopeptidase M20 family)
chr18,84685791,84686030,240,*,Promoter (<=1kb),18,84667465,84685702,18238,2,66054,ENSMUST00000025546.16,-89,ENSMUSG00000024644,Cndp2,CNDP dipeptidase 2 (metallopeptidase M20 family)
chr18,84872446,84872646,201,*,Promoter (4-5kb),18,84877601,84879864,2264,1,109672,ENSMUST00000159837.1,-4955,ENSMUSG00000024646,Cyb5a,cytochrome b5 type A (microsomal)
chr18,89206384,89206559,176,*,Promoter (<=1kb),18,89206101,89207338,1238,1,225825,ENSMUST00000236835.1,283,ENSMUSG00000034028,Cd226,CD226 antigen
chr19,3731147,3731350,204,*,Distal Intergenic,19,3708413,3714387,5975,1,72056,ENSMUST00000235763.1,22734,ENSMUSG00000035372,1810055G02Rik,RIKEN cDNA 1810055G02 gene
chr19,4012869,4013029,161,*,Promoter (<=1kb),19,4007497,4012806,5310,2,17995,ENSMUST00000042497.13,-63,ENSMUSG00000037916,Ndufv1,NADH:ubiquinone oxidoreductase core subunit V1
chr19,4505908,4506319,412,*,Promoter (4-5kb),19,4510472,4621752,111281,1,18563,ENSMUST00000068004.12,-4153,ENSMUSG00000024892,Pcx,pyruvate carboxylase
chr19,4845953,4846174,222,*,Promoter (6-7kb),19,4839366,4842528,3163,1,399599,ENSMUST00000088653.2,6587,ENSMUSG00000067872,Ccdc87,coiled-coil domain containing 87
chr19,4994158,4994357,200,*,Promoter (3-4kb),19,4984355,4990316,5962,2,225872,ENSMUST00000056129.8,-3842,ENSMUSG00000045903,Npas4,neuronal PAS domain protein 4
chr19,6018217,6018369,153,*,Promoter (2-3kb),19,5990010,6015897,25888,2,12333,ENSMUST00000236798.1,-2320,ENSMUSG00000024942,Capn1,calpain 1
chr19,7317701,7317910,210,*,"Intron (ENSMUST00000032557.14/13728, intron 1 of 17)",19,7276759,7295447,18689,2,13728,ENSMUST00000025921.14,-22254,ENSMUSG00000024969,Mark2,MAP/microtubule affinity regulating kinase 2
chr19,9055775,9055922,148,*,"Intron (ENSMUST00000237912.1/66395, intron 5 of 6)",19,9083636,9087958,4323,2,22287,ENSMUST00000025554.2,32036,ENSMUSG00000024653,Scgb1a1,"secretoglobin, family 1A, member 1 (uteroglobin)"
chr19,10781520,10781692,173,*,Promoter (<=1kb),19,10781915,10786039,4125,1,403202,ENSMUST00000189565.2,-223,ENSMUSG00000067577,A430093F15Rik,RIKEN cDNA A430093F15 gene
chr19,10880765,10880967,203,*,Promoter (<=1kb),19,10871850,10880370,8521,2,68539,ENSMUST00000133303.7,-395,ENSMUSG00000034659,Tmem109,transmembrane protein 109
chr19,11052988,11053156,169,*,Promoter (2-3kb),19,11047617,11050566,2950,2,107350,ENSMUST00000099676.4,-2422,ENSMUSG00000075010,AW112010,expressed sequence AW112010
chr19,11355849,11356092,244,*,Distal Intergenic,19,11375523,11392790,17268,1,666907,ENSMUST00000188995.1,-19431,ENSMUSG00000101389,Ms4a4a,"membrane-spanning 4-domains, subfamily A, member 4A"
chr19,11484062,11484221,160,*,Promoter (1-2kb),19,11485938,11506260,20323,1,666926,ENSMUST00000189635.6,-1717,ENSMUSG00000058470,Gm8369,predicted gene 8369
chr19,11485698,11485971,274,*,Promoter (<=1kb),19,11485938,11506260,20323,1,666926,ENSMUST00000189635.6,0,ENSMUSG00000058470,Gm8369,predicted gene 8369
chr19,11504991,11505423,433,*,Promoter (2-3kb),19,11502208,11512577,10370,1,666926,ENSMUST00000188633.1,2783,ENSMUSG00000058470,Gm8369,predicted gene 8369
chr19,16130081,16130268,188,*,Promoter (2-3kb),19,16132831,16387463,254633,1,14682,ENSMUST00000025541.5,-2563,ENSMUSG00000024639,Gnaq,"guanine nucleotide binding protein, alpha q polypeptide"
chr19,21737786,21738174,389,*,Distal Intergenic,19,21778342,21858327,79986,1,83921,ENSMUST00000096194.8,-40168,ENSMUSG00000024754,Cemip2,cell migration inducing hyaluronidase 2
chr19,21948182,21948409,228,*,"Intron (ENSMUST00000237102.1/ENSMUST00000237102.1, intron 1 of 2)",19,21778388,21807902,29515,1,83921,ENSMUST00000238079.1,169794,ENSMUSG00000024754,Cemip2,cell migration inducing hyaluronidase 2
chr19,22722578,22722762,185,*,"Intron (ENSMUST00000237357.1/226025, intron 5 of 24)",19,22750605,22750672,68,1,387200,ENSMUST00000083573.3,-27843,ENSMUSG00000065507,Mir204,microRNA 204
chr19,23135894,23136040,147,*,Promoter (5-6kb),19,23141226,23168134,26909,1,16601,ENSMUST00000036884.2,-5186,ENSMUSG00000033863,Klf9,Kruppel-like factor 9
chr19,29851409,29851562,154,*,Distal Intergenic,19,29808400,29812974,4575,2,240614,ENSMUST00000099525.4,-38435,ENSMUSG00000074909,Ranbp6,RAN binding protein 6
chr19,30163060,30163321,262,*,"Intron (ENSMUST00000025778.8/104174, intron 2 of 24)",19,30098447,30175429,76983,2,104174,ENSMUST00000025778.8,12108,ENSMUSG00000024827,Gldc,glycine decarboxylase
chr19,32263998,32264239,242,*,"Intron (ENSMUST00000099514.9/208449, intron 3 of 9)",19,32160299,32276926,116628,2,208449,ENSMUST00000131768.7,12687,ENSMUSG00000040451,Sgms1,sphingomyelin synthase 1
chr19,34120136,34120429,294,*,"Intron (ENSMUST00000237637.1/78753, intron 8 of 8)",19,34100940,34112995,12056,1,78753,ENSMUST00000235239.1,19196,ENSMUSG00000056078,Lipm,"lipase, family member M"
chr19,34179269,34179490,222,*,Distal Intergenic,19,34192229,34240333,48105,1,76630,ENSMUST00000054956.14,-12739,ENSMUSG00000024776,Stambpl1,STAM binding protein like 1
chr19,34217230,34217577,348,*,Promoter (<=1kb),19,34217434,34235862,18429,1,76630,ENSMUST00000125232.1,0,ENSMUSG00000024776,Stambpl1,STAM binding protein like 1
chr19,34290395,34290560,166,*,Promoter (<=1kb),19,34290666,34327772,37107,1,14102,ENSMUST00000025691.12,-106,ENSMUSG00000024778,Fas,Fas (TNF receptor superfamily member 6)
chr19,34587952,34588410,459,*,Promoter (4-5kb),19,34583531,34588731,5201,1,15959,ENSMUST00000102825.3,4421,ENSMUSG00000074896,Ifit3,interferon-induced protein with tetratricopeptide repeats 3
chr19,34612310,34612651,342,*,Promoter (4-5kb),19,34607970,34613401,5432,1,667370,ENSMUST00000076249.5,4340,ENSMUSG00000062488,Ifit3b,interferon-induced protein with tetratricopeptide repeats 3B
chr19,36378602,36378922,321,*,Promoter (<=1kb),19,36379068,36456204,77137,1,76073,ENSMUST00000071267.13,-146,ENSMUSG00000024805,Pcgf5,polycomb group ring finger 5
chr19,36477148,36477391,244,*,Distal Intergenic,19,36439654,36446290,6637,1,76073,ENSMUST00000225185.1,37494,ENSMUSG00000024805,Pcgf5,polycomb group ring finger 5
chr19,36833539,36834010,472,*,Promoter (<=1kb),19,36834232,36893477,59246,1,74493,ENSMUST00000025729.11,-222,ENSMUSG00000024811,Tnks2,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
chr19,38010596,38010785,190,*,"Intron (ENSMUST00000172095.2/226101, intron 3 of 52)",19,37899310,38043351,144042,2,226101,ENSMUST00000226068.1,32566,ENSMUSG00000048612,Myof,myoferlin
chr19,38395091,38395439,349,*,Promoter (<=1kb),19,38395980,38405610,9631,1,240660,ENSMUST00000054098.3,-541,ENSMUSG00000044026,Slc35g1,"solute carrier family 35, member G1"
chr19,40589393,40589721,329,*,Promoter (<=1kb),19,40550257,40588463,38207,2,56454,ENSMUST00000025979.12,-930,ENSMUSG00000025007,Aldh18a1,"aldehyde dehydrogenase 18 family, member A1"
chr19,45577573,45577766,194,*,Promoter (2-3kb),19,45575464,45578044,2581,1,226162,ENSMUST00000235584.1,2109,ENSMUSG00000041035,Dpcd,deleted in primary ciliary dyskinesia
chr19,46629730,46629974,245,*,Promoter (6-7kb),19,46623401,46657385,33985,1,226178,ENSMUST00000111855.4,6329,ENSMUSG00000047731,Wbp1l,WW domain binding protein 1 like
